date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
1/26/2021,PRNT,"OC OERLIKON CORP AG-REG",OERL,4612757,242324.00,2508685.70,0.80
1/26/2021,PRNT,"GENERAL ELECTRIC CO",GE,369604103,220837.00,2493249.73,0.79
1/26/2021,PRNT,"AEROJET ROCKETDYNE HOLDINGS",AJRD,007800105,47613.00,2497301.85,0.79
1/26/2021,PRNT,"LINCOLN ELECTRIC HOLDINGS",LECO,533900106,20790.00,2477128.50,0.79
1/26/2021,PRNT,"NUVASIVE INC",NUVA,670704105,42053.00,2418468.03,0.77
1/26/2021,PRNT,"MEDTRONIC PLC","MDT UN",G5960L103,20730.00,2420227.50,0.77
1/26/2021,PRNT,"STRYKER CORP",SYK,863667101,10027.00,2386426.00,0.76
1/26/2021,PRNT,"UNITED PARCEL SERVICE-CL B",UPS,911312106,14762.00,2383029.66,0.76
1/26/2021,PRNT,"KAISER ALUMINUM CORP",KALU,483007704,24301.00,2316128.31,0.73
1/26/2021,PRNT,"MOOG INC-CLASS A",MOG/A,615394202,30448.00,2246453.44,0.71
1/26/2021,PRNT,"ARCONIC CORP",ARNC,03966V107,82601.00,2183970.44,0.69
1/26/2021,PRNT,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,680116.73,680116.73,0.22
1/26/2021,PRNT,"SGL CARBON SE",SGL,4818351,59144.00,467763.37,0.15
1/26/2021,PRNT,"PYROGENESIS CANADA INC",PYR,B43JTF9,114400.00,441594.45,0.14
1/26/2021,PRNT,"TORAY INDUSTRIES INC",3402,6897143,52908.00,364669.69,0.12
1/26/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,2946.00,333363.35,0.11
1/26/2021,PRNT,"ALLEGHENY TECHNOLOGIES INC",ATI,01741R102,19065.00,343360.65,0.11
1/26/2021,PRNT,"CARPENTER TECHNOLOGY",CRS,144285103,9839.00,341905.25,0.11
1/26/2021,PRNT,"DUPONT DE NEMOURS INC",DD,26614N102,4222.00,337042.26,0.11
1/26/2021,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,10576.00,351177.86,0.11
1/26/2021,PRNT,"HENKEL AG & CO KGAA VORZUG",HEN3,5076705,3203.00,348414.82,0.11
1/26/2021,PRNT,"3M CO",MMM,88579Y101,2000.00,351900.00,0.11
1/26/2021,PRNT,"SANDVIK AB",SAND,B1VQ252,13310.00,355590.17,0.11
1/26/2021,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,3219.00,332748.03,0.11
1/26/2021,PRNT,"VOESTALPINE AG",VOE,4943402,9253.00,353858.07,0.11
1/26/2021,PRNT,"KONINKLIJKE DSM NV",DSM,B0HZL93,1968.00,354515.85,0.11
1/26/2021,PRNT,"EASTMAN KODAK CO",KODK,277461406,35380.00,333633.40,0.11
1/26/2021,PRNT,"XEROX HOLDINGS CORP","XRX UN",98421M106,14915.00,314259.05,0.10
1/26/2021,PRNT,"HEXCEL CORP",HXL,428291108,7098.00,319410.00,0.10
,,,,,,,
,,,,,,,
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,
