date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
1/26/2021,IZRL,"MAGIC SOFTWARE ENTERPRISES",MGIC,6328074,138557.00,2353479.13,1.40
1/26/2021,IZRL,"KORNIT DIGITAL LTD",KRNT,M6372Q113,23959.00,2311085.14,1.38
1/26/2021,IZRL,"ARAD LTD",ARD,B0G7VP6,153764.00,2304788.50,1.37
1/26/2021,IZRL,"INTERCURE LTD",INCR,B23SD94,1349547.00,2285266.53,1.36
1/26/2021,IZRL,"PLURISTEM THERAPEUTICS INC",PSTI,72940R300,304806.00,2225083.80,1.33
1/26/2021,IZRL,"ELECTRA CONSUMER PRODUCTS 19",ECP,B536CY7,56814.00,2214662.16,1.32
1/26/2021,IZRL,"PLASSON INDUSTRIES LTD",PLSN,6094728,37530.00,1997340.23,1.19
1/26/2021,IZRL,"BET SHEMESH ENGINES HOLDINGS",BSEN,6103936,79489.00,1763474.31,1.05
1/26/2021,IZRL,"HAMLET (ISRAEL-CANADA) LTD",HAML,6443858,91974.00,1716292.24,1.02
1/26/2021,IZRL,"EVOGENE LTD",EVGN,B289530,210376.00,1501627.39,0.90
1/26/2021,IZRL,"MALAM - TEAM LTD",MLTM,6875923,5418.00,1482040.42,0.88
1/26/2021,IZRL,"AYALA PHARMACEUTICALS INC",AYLA,05465V108,100504.00,1482434.00,0.88
1/26/2021,IZRL,"E & M COMPUTING",EMCO,6302216,216509.00,1156898.08,0.69
1/26/2021,IZRL,"ROBOGROUP T.E.K LTD",ROBO,6302722,463451.00,1021928.12,0.61
1/26/2021,IZRL,"BIONDVAX PHARMACEUTICALS-ADR",BVXV,09073Q105,9720.00,55015.20,0.03
,,,,,,,
,,,,,,,
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,
