date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
1/26/2021,ARKQ,"ROCKWELL AUTOMATION INC",ROK,773903109,130156.00,31816634.20,1.06
1/26/2021,ARKQ,"RAVEN INDUSTRIES INC",RAVN,754212108,857176.00,31132632.32,1.04
1/26/2021,ARKQ,"APPLE INC",AAPL,037833100,215450.00,30843822.00,1.03
1/26/2021,ARKQ,"AMAZON.COM INC",AMZN,023135106,9117.00,30324327.21,1.01
1/26/2021,ARKQ,"ELBIT SYSTEMS LTD",ESLT,M3760D101,209634.00,28401214.32,0.95
1/26/2021,ARKQ,"EXONE CO/THE",XONE,302104104,997483.00,28488114.48,0.95
1/26/2021,ARKQ,"AUTODESK INC",ADSK,052769106,80596.00,23513883.00,0.79
1/26/2021,ARKQ,"HONEYWELL INTERNATIONAL INC",HON,438516106,54528.00,10963399.68,0.37
1/26/2021,ARKQ,"PACCAR INC",PCAR,693718108,77700.00,7599837.00,0.25
1/26/2021,ARKQ,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,5903508.11,5903508.11,0.20
1/26/2021,ARKQ,"EXPERIENCE INVESTMENT CORP-A",EXPC,30217C109,311123.00,4526839.65,0.15
1/26/2021,ARKQ,"ORGANOVO HOLDINGS INC","ONVO ",68620A203,197165.00,2612436.25,0.09
1/26/2021,ARKQ,"SPLUNK INC",SPLK,848637104,960.00,166809.60,0.01
,,,,,,,
,,,,,,,
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,
