date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
1/25/2021,ARKF,"VERISK ANALYTICS INC",VRSK,92345Y106,95937.00,18101393.16,0.66
1/25/2021,ARKF,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,13561139.61,13561139.61,0.49
1/25/2021,ARKF,"MARKETAXESS HOLDINGS INC",MKTX,57060D108,20877.00,10633699.95,0.39
1/25/2021,ARKF,"JSC KASPI.KZ GDR-REG S",KSPI,BMXZ8G7,51831.00,3358648.80,0.12
1/25/2021,ARKF,EURO,,CCTEUR,525262.50,637748.60,0.02
1/25/2021,ARKF,"HONG KONG DOLLAR",,CCTHKD,4484821.67,578537.37,0.02
1/25/2021,ARKF,"HONG KONG DOLLAR",,CCTHKD,3844133.57,495889.26,0.02
1/25/2021,ARKF,"HONG KONG DOLLAR",,CCTHKD,3739969.56,482452.21,0.02
1/25/2021,ARKF,"HONG KONG DOLLAR",,CCTHKD,3510988.65,452913.91,0.02
1/25/2021,ARKF,"SOUTH AFRICAN RAND",,CCTZAR,2598180.66,170414.41,0.01
1/25/2021,ARKF,"JAPANESE YEN",,CCTJPY,38664923.00,372620.08,0.01
1/25/2021,ARKF,"JAPANESE YEN",,CCTJPY,28490238.00,274565.01,0.01
1/25/2021,ARKF,"HONG KONG DOLLAR",,CCTHKD,3009418.70,388211.91,0.01
1/25/2021,ARKF,"HONG KONG DOLLAR",,CCTHKD,3205687.77,413530.41,0.01
,,,,,,,
,,,,,,,
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2021, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,
